id,value,weight
Sample.Topic8.sushi,0.036959723,0.551849007
Sample.Topic8.best,0.024926413,0.372178554
Sample.Topic8.tacos,0.019369505,0.289207852
Sample.Topic8.fish,0.018891757,0.282074553
Sample.Topic8.strip,0.016599948,0.247855343
Sample.Topic8.place,0.01526604,0.22793864
Sample.Topic8.roll,0.01511294,0.22565269
Sample.Topic8.good,0.012717933,0.189892622
Sample.Topic8.rice,0.01125405,0.168035251
Sample.Topic8.mexican,0.009739343,0.145419022
Sample.Topic8.great,0.0096808,0.144544911
Sample.Topic8.favorite,0.009552443,0.142628401
Sample.Topic8.chips,0.009148744,0.136600734
Sample.Topic9,,
Sample.Topic9.noodles,0.027888281,1
Sample.Topic9.bowl,0.01615215,0.579173381
Sample.Topic9.rice,0.015925825,0.571057965
Sample.Topic9.chicken,0.013837195,0.496165217
Sample.Topic9.soup,0.012835042,0.460230661
Sample.Topic9.good,0.012673357,0.454433065
Sample.Topic9.pork,0.010918709,0.391516028
Sample.Topic9.like,0.010168125,0.364602071
Sample.Topic9.place,0.009969669,0.357485963
Sample.Topic9.spicy,0.009039708,0.324140021
Sample.Topic9.fried,0.008484389,0.304227751
Sample.Topic9.sauce,0.008058408,0.288953199
Sample.Topic9.just,0.007959726,0.285414723
Sample.Topic9.salad,0.007948891,0.285026209
Sample.Topic9.beef,0.007302887,0.261862224
